EmployeeID,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager
393,Travel_Rarely,1311,"Research & Development",2,3,"Life Sciences",3,97,3,4,Manager,3,16659,23258,2,Yes,13,3,30,5,4,1,2
394,Travel_Rarely,1371,Sales,10,4,Marketing,4,77,3,2,"Sales Executive",1,4260,5915,1,Yes,12,3,5,5,2,0,3
395,Travel_Rarely,202,Sales,2,1,"Technical Degree",3,72,3,1,"Sales Representative",4,2476,17434,1,No,18,3,1,1,0,0,0
396,Travel_Frequently,575,"Research & Development",3,1,"Technical Degree",3,73,3,1,"Research Scientist",2,3102,6582,0,No,22,4,7,6,4,0,4
397,Travel_Rarely,253,"Research & Development",11,3,Medical,1,43,3,1,"Research Scientist",4,2244,24440,1,No,13,2,2,2,1,1,2
398,Travel_Rarely,164,Sales,2,2,Medical,2,61,2,3,"Sales Executive",1,7596,3809,1,No,13,3,10,10,9,9,0
399,Travel_Frequently,464,"Research & Development",4,3,"Technical Degree",3,40,3,1,"Research Scientist",3,2285,3427,9,Yes,23,2,3,1,0,0,0
400,Travel_Rarely,1107,"Research & Development",14,3,"Life Sciences",4,95,3,1,Developer,2,3034,26914,1,No,12,3,18,18,7,12,17
401,Travel_Rarely,759,Sales,2,2,Marketing,4,46,3,2,"Sales Executive",4,5715,22553,7,No,12,3,8,5,4,1,3
402,Travel_Rarely,201,"Research & Development",1,4,"Life Sciences",2,95,3,1,Developer,2,2576,20490,3,No,16,3,8,5,2,1,2
403,Travel_Rarely,1305,"Research & Development",10,4,"Life Sciences",3,49,3,2,Developer,4,4197,21123,2,Yes,12,3,18,1,0,0,1
404,Travel_Rarely,982,"Research & Development",12,3,"Life Sciences",1,59,2,4,"Research Director",4,14336,4345,1,No,11,1,25,25,10,3,9
405,Travel_Rarely,555,"Research & Development",2,3,Medical,2,78,2,2,Developer,1,3448,13436,6,No,22,4,20,1,0,0,0
406,Travel_Rarely,821,"Research & Development",5,2,Medical,1,86,3,5,"Research Director",2,19406,8509,4,No,11,1,24,4,2,1,2
407,Non-Travel,1381,Sales,4,4,Marketing,3,72,3,2,"Sales Executive",1,6538,12740,9,No,15,3,6,3,2,1,2
408,Travel_Rarely,480,"Research & Development",7,2,Medical,2,31,3,2,Developer,2,4306,4156,1,No,12,3,13,13,10,3,12
409,Travel_Frequently,313,"Research & Development",21,3,Medical,4,61,3,1,Developer,3,2258,15238,7,No,20,1,8,3,2,1,2
410,Travel_Rarely,1473,"Research & Development",8,4,Other,3,74,3,2,"Healthcare Representative",1,4522,2227,4,Yes,14,3,8,5,2,0,2
411,Travel_Rarely,891,Sales,4,2,"Life Sciences",2,99,2,2,"Sales Executive",3,4487,12090,1,Yes,11,3,5,5,4,1,3
412,Non-Travel,1063,"Research & Development",25,5,Medical,2,72,3,2,"Research Scientist",1,4449,23866,3,Yes,15,1,15,13,11,10,7
413,Travel_Rarely,329,"Research & Development",1,2,"Life Sciences",4,98,2,1,Developer,2,2218,16193,1,No,12,3,4,4,2,3,2
414,Travel_Frequently,1218,"Research & Development",1,1,"Life Sciences",2,52,3,5,Manager,1,19197,8213,1,Yes,14,2,21,21,8,1,6
415,Travel_Frequently,906,Sales,6,3,"Life Sciences",3,86,4,4,"Sales Executive",2,13212,18256,9,No,11,3,36,7,7,7,7
416,Travel_Rarely,1082,Sales,12,3,"Technical Degree",2,83,3,2,"Sales Executive",1,6577,19558,0,No,11,1,6,5,4,4,4
417,Travel_Rarely,645,Sales,1,3,Marketing,2,49,4,3,"Sales Executive",2,8392,19566,1,No,16,1,10,10,7,0,7
418,Travel_Rarely,1300,"Research & Development",17,2,Medical,3,79,3,2,Developer,2,4558,13535,1,No,12,2,10,10,0,1,8
419,Travel_Rarely,688,"Research & Development",3,3,Medical,1,91,3,1,Developer,2,4031,9396,5,No,13,1,6,2,2,0,2
420,Travel_Rarely,319,"Research & Development",3,3,Medical,4,39,2,3,Developer,1,7969,19609,2,Yes,14,3,28,5,4,0,4
421,Travel_Rarely,192,"Research & Development",10,2,"Life Sciences",1,69,3,1,"Research Scientist",3,2654,9655,3,No,21,4,8,2,2,0,2
422,Travel_Rarely,1490,"Research & Development",4,2,"Life Sciences",4,30,3,4,Manager,3,16555,10310,2,No,13,3,31,5,2,1,4
423,Travel_Frequently,532,"Research & Development",29,2,"Life Sciences",1,92,3,2,"Research Scientist",1,4556,12932,2,No,11,2,19,5,4,0,2
424,Travel_Rarely,317,"Research & Development",2,3,"Life Sciences",3,43,1,2,Developer,3,6091,24793,2,No,20,2,11,5,4,0,2
425,Travel_Rarely,422,"Research & Development",7,3,"Life Sciences",1,41,3,5,Manager,2,19566,3854,5,No,11,1,33,29,8,11,10
426,Travel_Rarely,1485,"Research & Development",18,3,Medical,3,87,3,2,Developer,1,4810,26314,2,No,14,3,19,10,7,0,8
427,Travel_Frequently,1368,"Research & Development",28,4,"Technical Degree",4,88,2,2,"Healthcare Representative",3,4523,4386,0,No,11,2,7,6,5,0,4
428,Travel_Rarely,1448,Sales,1,1,"Technical Degree",1,62,3,1,"Sales Representative",4,3202,21972,1,Yes,16,3,6,5,3,1,4
429,Travel_Frequently,296,Sales,6,2,Marketing,4,33,1,1,"Sales Representative",1,2351,12253,0,No,16,1,3,2,2,1,0
430,Travel_Frequently,1490,"Research & Development",2,2,"Life Sciences",4,42,3,1,Developer,3,1702,12106,1,Yes,23,4,1,1,0,0,0
431,Travel_Rarely,1398,Sales,2,4,"Life Sciences",3,79,3,5,Manager,1,18041,13022,0,No,14,3,21,20,15,1,12
432,Travel_Rarely,1349,"Research & Development",23,3,"Life Sciences",1,90,3,1,"Research Scientist",3,2886,3032,1,No,22,4,3,3,2,0,2
433,Non-Travel,1400,"Research & Development",3,3,"Life Sciences",3,53,3,1,Developer,3,2097,16734,4,No,15,2,9,5,3,1,4
434,Travel_Rarely,986,"Research & Development",3,4,Medical,2,93,2,3,"Research Director",1,11935,21526,1,No,18,3,10,10,2,0,7
435,Travel_Rarely,408,"Research & Development",25,5,"Technical Degree",3,71,2,1,"Research Scientist",4,2546,18300,5,No,16,3,6,2,2,1,1
436,Travel_Rarely,489,HR,2,2,"Technical Degree",1,52,2,1,HR,3,2564,18437,1,No,12,1,1,1,0,0,0
437,Non-Travel,1398,Sales,22,4,Other,3,69,3,3,"Sales Executive",2,8412,2890,0,No,11,3,10,9,8,7,8
438,Travel_Rarely,210,Sales,29,3,Marketing,1,56,2,4,Manager,3,14118,22102,3,No,12,3,32,1,0,0,0
439,Travel_Rarely,1099,"Research & Development",29,4,"Life Sciences",2,88,2,4,Manager,1,17046,9314,0,No,15,1,28,27,10,15,7
440,Non-Travel,1116,"Research & Development",2,3,Medical,3,49,3,1,Developer,3,2564,7181,0,No,14,1,12,11,7,6,7
441,Travel_Frequently,1499,Sales,28,3,Marketing,3,80,2,3,"Sales Executive",2,10266,2845,4,No,19,3,22,18,13,13,11
442,Travel_Rarely,983,"Research & Development",2,2,Medical,1,65,3,2,Developer,3,5070,7389,5,No,13,3,20,5,0,0,4
443,Travel_Rarely,1009,"Research & Development",2,3,"Life Sciences",1,51,3,4,"Research Director",1,17861,2288,6,No,13,2,26,3,2,0,1
444,Travel_Rarely,144,"Research & Development",22,3,"Life Sciences",4,46,1,1,Developer,1,4230,19225,0,No,15,3,6,5,4,4,3
445,Travel_Rarely,548,"Research & Development",8,4,"Life Sciences",3,42,3,2,Developer,1,3780,23428,7,No,11,3,19,1,0,0,0
446,Travel_Rarely,1303,"Research & Development",2,4,"Life Sciences",4,62,2,1,"Research Scientist",1,2768,8416,3,No,12,3,14,7,3,5,7
447,Travel_Rarely,1125,Sales,10,3,Marketing,3,94,2,3,"Sales Executive",3,9071,11563,2,Yes,19,3,15,3,2,1,2
448,Travel_Rarely,1274,"Research & Development",9,1,"Life Sciences",3,33,3,3,Developer,4,10648,14394,1,No,25,4,13,13,8,0,8
449,Travel_Rarely,1277,"Research & Development",15,1,Medical,2,56,3,3,Manager,1,13610,24619,7,Yes,12,1,15,7,6,7,7
450,Travel_Rarely,587,"Research & Development",10,1,Medical,1,38,1,1,Developer,3,3408,6705,7,No,13,1,8,4,3,1,3
451,Travel_Rarely,413,Sales,7,1,Marketing,4,57,3,1,"Sales Representative",4,2983,18398,0,No,14,2,4,3,2,1,2
452,Travel_Rarely,1276,"Research & Development",16,3,"Life Sciences",4,72,3,3,"Healthcare Representative",1,7632,14295,4,Yes,12,3,10,8,7,0,0
453,Travel_Frequently,534,"Research & Development",20,3,"Life Sciences",1,66,3,3,"Healthcare Representative",1,9824,22908,3,No,12,2,12,1,0,0,0
454,Travel_Frequently,988,HR,23,3,"Human Resources",2,43,3,3,HR,2,9950,11533,9,Yes,15,3,11,3,2,0,2
455,Travel_Frequently,1474,"Research & Development",5,2,Other,2,97,3,1,Developer,1,2093,9260,4,No,17,3,8,2,2,2,0
456,Non-Travel,635,Sales,10,4,Medical,2,32,3,3,"Sales Executive",3,9980,15318,1,No,14,3,10,10,3,9,7
457,Travel_Frequently,1368,"Research & Development",4,1,"Technical Degree",3,99,2,1,Developer,1,3894,9129,5,No,16,3,4,2,2,1,2
458,Travel_Rarely,163,Sales,2,5,Marketing,2,37,3,2,"Sales Executive",3,4051,19658,2,No,14,1,14,9,7,6,7
459,Travel_Rarely,1117,Sales,18,5,"Life Sciences",1,83,3,4,Manager,4,16835,9873,3,No,23,4,37,10,9,7,7
460,Non-Travel,267,Sales,10,2,"Life Sciences",4,56,3,2,"Sales Executive",3,6230,13430,7,No,14,3,16,14,3,1,10
461,Travel_Rarely,619,Sales,1,3,Marketing,2,85,3,2,"Sales Executive",1,4717,18659,9,No,11,3,15,11,9,6,9
462,Travel_Rarely,302,"Research & Development",6,3,"Life Sciences",2,75,3,4,Developer,1,13237,20364,7,No,15,1,22,20,6,5,13
463,Travel_Frequently,443,"Research & Development",8,1,"Life Sciences",3,48,3,1,Developer,1,3755,17872,1,No,11,3,8,8,3,0,7
464,Travel_Rarely,828,Sales,2,1,"Life Sciences",2,77,3,2,"Sales Executive",3,6582,8346,4,Yes,13,3,10,6,5,0,5
465,Travel_Rarely,319,"Research & Development",24,3,Medical,4,56,3,3,Developer,2,7406,6950,1,Yes,21,2,10,10,9,5,8
466,Travel_Rarely,561,Sales,2,3,Other,4,61,3,2,"Sales Executive",4,4805,16177,0,No,19,3,9,8,7,3,7
467,Travel_Frequently,426,HR,17,4,"Life Sciences",2,58,3,1,HR,1,2741,22808,0,Yes,11,3,8,7,7,1,0
468,Travel_Rarely,232,"Research & Development",19,3,"Technical Degree",4,34,3,2,Developer,3,4262,22645,4,No,12,3,8,3,2,1,2
469,Travel_Rarely,922,"Research & Development",1,5,Medical,1,95,4,4,"Research Director",1,16184,22578,4,No,19,1,10,6,1,0,5
470,Travel_Rarely,688,Sales,7,3,"Life Sciences",3,44,2,3,Manager,3,11557,25291,9,No,21,1,10,5,4,0,1
471,Travel_Frequently,1306,Sales,5,3,Marketing,2,69,3,1,"Sales Representative",4,1878,8059,1,Yes,14,3,0,0,0,0,0
472,Non-Travel,1094,Sales,28,3,Other,3,58,1,3,"Sales Executive",2,10932,11373,3,No,15,3,20,1,0,0,1
473,Non-Travel,509,"Research & Development",2,4,Other,1,62,2,2,"Healthcare Representative",1,6811,2112,2,Yes,17,3,10,8,7,0,7
474,Travel_Rarely,775,Sales,29,2,Medical,1,45,3,2,"Sales Executive",1,4306,4267,5,No,12,3,8,0,0,0,0
475,Travel_Rarely,195,Sales,1,3,Medical,1,80,3,2,"Sales Executive",1,4859,6698,1,No,16,3,5,5,4,0,3
476,Travel_Rarely,258,Sales,21,4,"Life Sciences",4,74,4,2,"Sales Executive",3,5337,19921,1,No,12,1,10,10,7,5,7
477,Travel_Rarely,471,"Research & Development",24,3,"Technical Degree",3,66,1,1,Developer,3,2340,23213,1,Yes,18,1,1,1,0,0,0
478,Travel_Rarely,799,"Research & Development",1,3,"Technical Degree",2,59,3,3,Developer,3,7491,23848,4,No,17,3,12,6,5,1,2
479,Travel_Frequently,1034,"Research & Development",18,1,Medical,1,86,3,3,"Healthcare Representative",1,10527,8984,5,No,11,1,28,2,2,1,2
480,Travel_Rarely,1276,Sales,2,5,"Life Sciences",2,91,3,4,Manager,2,16595,5626,7,No,16,1,22,18,16,11,8
481,Non-Travel,142,Sales,9,4,Medical,1,69,3,3,"Sales Executive",4,8834,24666,1,No,13,1,9,9,5,7,7
482,Travel_Rarely,956,"Research & Development",6,2,"Technical Degree",4,78,3,2,"Research Scientist",2,5577,22087,3,Yes,12,1,18,10,9,6,9
483,Non-Travel,1474,Sales,11,4,Other,4,60,4,2,"Sales Executive",1,4707,23914,8,No,12,3,6,4,2,1,2
484,Travel_Frequently,535,Sales,24,3,Medical,4,38,3,1,"Sales Representative",3,2400,5530,0,No,13,3,3,2,2,2,1
485,Travel_Rarely,1495,"Research & Development",10,3,Medical,3,76,3,2,"Healthcare Representative",1,9824,22174,3,No,19,3,18,1,0,0,0
486,Travel_Rarely,446,"Research & Development",1,4,"Life Sciences",2,65,3,2,Developer,4,6447,15701,6,No,12,3,8,6,5,4,3
487,Travel_Rarely,1245,"Research & Development",18,4,"Life Sciences",4,58,2,5,"Research Director",1,19502,2125,1,Yes,17,1,31,31,9,0,9
488,Travel_Rarely,691,"Research & Development",23,3,Medical,2,89,4,1,"Research Scientist",3,2725,21630,1,Yes,11,1,6,6,5,1,4
489,Travel_Rarely,703,Sales,28,2,Marketing,1,66,3,2,"Sales Executive",4,6272,7428,1,No,20,4,6,5,3,1,4
490,Travel_Rarely,823,"Research & Development",17,2,Other,4,94,2,1,Developer,4,2127,9100,1,No,21,4,1,1,0,0,0
491,Travel_Frequently,1246,HR,3,3,Medical,1,99,3,5,Manager,4,18200,7999,1,No,11,3,32,32,5,10,7
492,Travel_Rarely,622,Sales,13,1,Medical,2,40,3,1,"Sales Representative",1,2096,26376,1,No,11,3,7,7,4,0,6
493,Travel_Frequently,1287,"Research & Development",7,3,"Life Sciences",1,55,3,1,Developer,1,2886,14168,1,Yes,16,3,6,6,3,1,2
494,Travel_Frequently,448,Sales,12,4,"Life Sciences",2,74,2,1,"Sales Representative",2,2033,14470,1,No,18,2,1,1,0,0,0
495,Travel_Rarely,254,"Research & Development",1,2,"Life Sciences",2,83,2,1,"Research Scientist",3,3622,22794,1,Yes,13,3,6,6,5,1,3
496,Travel_Rarely,1365,Sales,13,4,Medical,2,46,3,2,"Sales Executive",2,4233,11512,2,No,17,3,9,3,1,1,2
497,Travel_Rarely,538,"Research & Development",25,2,Other,1,54,2,2,Developer,3,3681,14004,4,No,14,3,9,3,2,0,2
498,Travel_Rarely,525,Sales,6,4,Medical,1,66,4,2,"Sales Executive",3,5460,6219,4,No,22,4,13,7,7,5,7
499,Travel_Rarely,798,"Research & Development",6,4,Medical,1,66,2,1,"Research Scientist",1,2187,5013,0,No,12,1,6,5,3,0,3
500,Travel_Rarely,558,Sales,2,3,Marketing,4,75,3,2,"Sales Executive",1,9602,3010,4,Yes,11,3,17,3,0,1,0
501,Travel_Rarely,959,"Research & Development",1,3,"Life Sciences",4,83,2,1,"Research Scientist",4,2836,11757,1,No,13,3,1,1,0,0,0
502,Travel_Rarely,622,"Research & Development",2,4,"Life Sciences",3,81,3,2,"Healthcare Representative",3,4089,5718,1,No,13,1,10,10,2,2,2
503,Travel_Rarely,782,"Research & Development",6,4,Other,2,50,2,4,"Research Director",3,16627,2671,4,Yes,14,3,21,1,0,0,0
504,Travel_Rarely,362,"Research & Development",1,1,"Life Sciences",3,43,3,1,"Research Scientist",2,2619,14561,3,No,17,1,8,0,0,0,0
505,Travel_Frequently,1001,"Research & Development",9,5,Medical,4,72,3,2,Developer,1,5679,19627,3,Yes,13,3,10,8,7,4,7
506,Travel_Rarely,1236,"Research & Development",1,4,"Life Sciences",4,40,2,4,Manager,2,15402,17997,7,No,11,2,21,3,2,0,2
507,Travel_Rarely,1112,HR,1,4,"Life Sciences",1,50,2,2,HR,1,5985,26894,4,No,11,3,10,2,2,0,2
508,Travel_Rarely,204,Sales,14,3,"Technical Degree",3,31,3,1,"Sales Representative",1,2579,2912,1,Yes,18,3,8,8,2,0,6
509,Travel_Rarely,1420,Sales,2,1,Marketing,3,85,3,1,"Sales Representative",2,3041,16346,0,No,11,3,5,4,3,0,2
510,Travel_Rarely,1343,Sales,22,1,"Technical Degree",3,49,3,1,"Sales Representative",1,3447,24444,1,No,11,3,3,3,2,1,2
511,Travel_Rarely,1315,"Research & Development",3,4,Other,4,35,3,5,Manager,3,19513,9358,4,Yes,12,1,26,2,2,0,1
512,Travel_Rarely,604,"Research & Development",6,1,Medical,1,69,3,1,"Research Scientist",1,2773,12145,0,No,20,4,3,2,2,2,2
513,Travel_Rarely,1216,Sales,8,4,Marketing,3,39,3,2,"Sales Executive",1,7104,20431,0,No,12,1,6,5,0,1,2
514,Travel_Rarely,646,"Research & Development",9,4,"Life Sciences",1,92,3,2,"Research Scientist",3,6322,18089,1,Yes,12,2,6,6,4,0,5
515,Travel_Frequently,160,"Research & Development",3,3,Medical,3,71,3,1,"Research Scientist",1,2083,22653,1,No,20,1,1,1,0,0,0
516,Travel_Rarely,238,Sales,1,1,Medical,4,34,3,2,"Sales Executive",2,8381,7507,7,No,20,4,18,14,7,8,10
517,Travel_Rarely,1397,"Research & Development",1,5,"Life Sciences",2,42,3,1,"Research Scientist",3,2691,7660,1,No,12,1,10,10,9,8,8
518,Travel_Frequently,306,Sales,26,4,"Life Sciences",1,100,3,2,"Sales Executive",2,4286,5630,2,No,14,3,5,1,1,0,0
519,Travel_Rarely,991,"Research & Development",6,3,"Life Sciences",3,71,3,1,Developer,3,2659,17759,1,Yes,13,3,3,3,2,0,2
520,Travel_Rarely,482,"Research & Development",3,3,Other,3,36,3,3,Developer,1,9434,9606,1,No,15,3,10,10,7,7,8
521,Travel_Rarely,1176,Sales,3,2,Medical,2,62,3,2,"Sales Executive",1,5561,3487,1,No,14,2,6,6,0,1,2
522,Travel_Rarely,1017,"Research & Development",6,4,"Life Sciences",2,82,1,2,"Research Scientist",3,6646,19368,1,No,13,3,17,17,11,11,8
523,Travel_Frequently,1296,"Research & Development",6,3,"Life Sciences",3,30,3,2,"Healthcare Representative",3,7725,5335,3,No,23,4,15,13,11,4,7
524,Travel_Rarely,397,HR,19,4,Medical,3,88,3,3,HR,4,10725,6729,2,No,15,3,16,9,7,7,1
525,Travel_Rarely,913,"Research & Development",9,2,Medical,2,48,2,2,Developer,4,8847,13934,2,Yes,11,1,13,3,2,0,2
526,Travel_Rarely,1115,"Research & Development",3,4,Medical,1,54,2,1,"Research Scientist",3,2045,15174,0,No,13,2,5,4,2,1,1
527,Travel_Rarely,1362,"Research & Development",10,1,Medical,4,32,3,1,"Research Scientist",1,1009,26999,1,Yes,11,3,1,1,0,1,1
528,Travel_Frequently,1076,"Research & Development",3,3,"Life Sciences",1,70,3,1,"Research Scientist",2,3348,3164,1,Yes,11,3,10,10,8,9,7
529,Non-Travel,727,"Research & Development",3,3,"Life Sciences",3,41,2,1,Developer,1,1281,16900,1,No,18,3,1,1,0,0,0
530,Travel_Rarely,885,"Research & Development",4,3,Medical,1,58,4,1,"Research Scientist",2,2819,8544,2,No,16,3,5,3,2,0,2
531,Travel_Rarely,810,Sales,8,3,"Life Sciences",4,57,4,2,"Sales Executive",4,4851,15678,0,No,22,4,4,3,2,1,2
532,Travel_Rarely,243,Sales,7,4,Marketing,4,46,2,2,"Sales Executive",3,4028,7791,0,No,20,4,8,7,7,0,5
533,Travel_Frequently,806,"Research & Development",1,4,"Life Sciences",2,76,1,1,"Research Scientist",3,2720,18959,1,No,18,3,10,10,7,2,8
534,Travel_Rarely,817,Sales,2,1,Marketing,2,56,4,2,"Sales Executive",4,8120,18597,3,No,12,3,12,2,2,2,2
535,Travel_Frequently,1410,Sales,3,1,Medical,4,71,4,2,"Sales Executive",3,4647,16673,1,Yes,20,4,6,6,5,0,4
536,Travel_Rarely,1225,"Research & Development",10,2,"Life Sciences",4,80,4,1,"Research Scientist",3,4680,15232,3,No,17,1,4,1,0,0,0
537,Travel_Rarely,1207,"Research & Development",28,1,Medical,4,74,4,1,Developer,1,3221,3297,1,Yes,11,3,20,20,8,3,8
538,Travel_Rarely,1442,"Research & Development",9,3,Medical,4,46,2,3,"Healthcare Representative",4,8621,17654,1,No,14,3,9,8,7,7,7
539,Travel_Rarely,693,Sales,3,2,"Life Sciences",1,65,3,2,"Sales Executive",1,4577,24785,9,No,14,1,4,2,2,2,0
540,Travel_Rarely,408,"Research & Development",2,4,"Technical Degree",4,80,2,2,"Healthcare Representative",1,4553,20978,1,No,11,3,20,20,7,11,10
541,Travel_Rarely,929,Sales,10,3,Marketing,4,55,3,2,"Sales Executive",3,5396,21703,1,No,12,3,10,10,7,0,8
542,Travel_Frequently,562,Sales,8,2,"Technical Degree",2,50,3,2,"Sales Executive",1,6796,23452,3,Yes,14,1,18,4,3,1,3
543,Travel_Rarely,827,"Research & Development",1,4,"Life Sciences",2,33,4,2,"Healthcare Representative",3,7625,19383,0,No,13,3,10,9,7,1,8
544,Travel_Rarely,608,"Research & Development",1,2,"Life Sciences",3,68,3,3,Developer,2,7412,6009,1,No,11,3,9,9,7,0,7
545,Travel_Rarely,1018,"Research & Development",3,2,"Life Sciences",3,39,3,3,"Research Director",3,11159,19373,3,No,15,2,10,7,7,7,7
546,Travel_Rarely,703,Sales,14,4,Marketing,4,42,3,2,"Sales Executive",2,4960,11825,2,No,12,1,20,7,7,1,7
547,Travel_Frequently,580,Sales,5,4,"Life Sciences",4,48,2,3,"Sales Executive",2,10475,23772,5,Yes,21,4,20,18,13,1,12
548,Travel_Rarely,970,"Research & Development",7,3,"Life Sciences",3,59,4,4,"Research Director",1,14814,13514,3,No,19,2,32,5,1,1,3
549,Travel_Rarely,427,HR,10,4,"Human Resources",2,73,2,5,Manager,3,19141,8861,3,No,15,2,23,21,6,12,6
550,Travel_Rarely,1179,Sales,16,4,Marketing,1,84,3,2,"Sales Executive",2,5405,11924,8,No,14,3,10,2,2,2,2
551,Travel_Frequently,294,"Research & Development",10,2,"Life Sciences",4,32,3,3,Developer,2,8793,4809,1,No,21,4,9,9,7,1,7
552,Travel_Rarely,314,HR,1,3,"Human Resources",4,59,2,5,Manager,1,19189,19562,1,No,12,3,22,22,7,2,10
553,Travel_Rarely,316,Sales,8,4,Marketing,4,54,3,1,"Sales Representative",4,3875,9983,7,No,15,3,4,2,2,2,2
554,Travel_Rarely,654,"Research & Development",1,2,"Life Sciences",1,67,1,1,"Research Scientist",4,2216,3872,7,Yes,13,2,10,7,7,3,7
555,Non-Travel,427,"Research & Development",8,3,"Life Sciences",1,63,4,3,"Research Director",2,11713,20335,9,No,14,3,10,8,7,0,5
556,Travel_Rarely,168,"Research & Development",1,3,"Life Sciences",3,81,3,3,Developer,1,7861,15397,4,Yes,14,3,10,1,0,0,0
557,Non-Travel,381,"Research & Development",24,3,Medical,1,49,1,1,Developer,1,3708,2104,2,No,14,3,9,5,2,1,4
558,Travel_Frequently,217,Sales,3,3,Medical,4,49,3,4,"Sales Executive",1,13770,10225,9,Yes,12,3,28,22,2,11,13
559,Travel_Rarely,501,Sales,27,5,Marketing,3,99,3,2,"Sales Executive",3,5304,25275,7,No,23,4,10,8,7,7,7
560,Travel_Rarely,1396,Sales,10,3,"Life Sciences",3,99,3,1,"Sales Representative",1,2642,2755,1,No,11,3,1,1,0,0,0
561,Travel_Frequently,933,"Research & Development",19,3,Medical,3,57,4,1,"Research Scientist",1,2759,20366,6,Yes,12,3,7,2,2,2,2
562,Travel_Frequently,775,Sales,15,3,"Life Sciences",4,47,2,2,"Sales Executive",3,6804,23683,3,No,18,3,7,2,2,2,2
563,Travel_Rarely,970,"Research & Development",8,2,Medical,2,96,3,2,"Healthcare Representative",1,6142,7360,3,No,11,2,10,5,1,4,3
564,Travel_Rarely,650,"Research & Development",9,1,Medical,2,37,3,1,Developer,2,2500,4344,1,No,14,2,5,4,3,0,2
565,Travel_Rarely,141,HR,3,3,"Human Resources",3,44,4,2,HR,4,6389,18767,9,No,15,2,12,8,3,3,6
566,Travel_Rarely,832,"Research & Development",9,3,Medical,3,81,3,4,"Healthcare Representative",3,11103,20420,7,No,11,3,30,10,7,1,1
567,Travel_Rarely,804,"Research & Development",2,1,Medical,4,86,2,1,"Research Scientist",3,2342,22929,0,Yes,20,4,5,4,2,2,3
568,Travel_Rarely,975,"Research & Development",7,3,Medical,4,55,2,2,"Healthcare Representative",2,6811,23398,8,No,19,2,9,7,6,0,7
569,Travel_Rarely,1090,Sales,10,3,Marketing,4,83,3,1,"Sales Representative",4,2297,17967,1,No,14,3,2,2,2,2,2
570,Travel_Rarely,346,"Research & Development",6,3,"Life Sciences",4,86,3,2,Developer,3,2450,10919,2,No,17,3,19,2,2,2,2
571,Non-Travel,1225,"Research & Development",2,4,"Life Sciences",4,61,3,2,"Healthcare Representative",2,5093,4761,2,No,11,2,16,1,0,0,0
572,Travel_Frequently,430,"Research & Development",24,4,"Life Sciences",1,80,3,2,Developer,3,5309,21146,1,No,15,1,10,10,8,4,7
573,Travel_Rarely,268,"Research & Development",2,5,Medical,4,92,3,1,"Research Scientist",1,3057,20471,6,Yes,13,2,6,1,0,0,1
574,Travel_Rarely,167,"Research & Development",8,5,"Life Sciences",2,32,3,2,Developer,2,5121,4187,3,No,14,1,7,0,0,0,0
575,Travel_Rarely,621,Sales,3,4,Marketing,3,31,2,4,Manager,2,16856,10084,1,No,11,1,34,34,6,1,16
576,Travel_Rarely,527,"Research & Development",1,4,Other,4,63,3,1,"Research Scientist",3,2686,5207,1,Yes,13,1,10,10,9,7,8
577,Travel_Rarely,883,Sales,26,1,Medical,3,32,3,2,"Sales Executive",3,6180,22807,1,No,23,4,6,6,5,1,4
578,Travel_Rarely,954,Sales,2,2,"Technical Degree",2,46,1,2,"Sales Representative",1,6632,12388,0,No,13,2,9,8,7,3,1
579,Travel_Rarely,310,"Research & Development",10,1,Medical,1,79,4,1,"Research Scientist",1,3505,19630,1,No,18,1,2,2,2,0,2
580,Travel_Frequently,719,Sales,27,2,"Life Sciences",2,77,4,2,"Sales Executive",1,6397,10339,4,Yes,12,1,8,5,4,1,3
581,Travel_Rarely,304,Sales,2,3,Other,4,60,3,2,"Sales Executive",3,6274,18686,1,No,22,4,6,6,5,1,4
582,Travel_Rarely,725,"Research & Development",2,3,Medical,4,78,3,5,Manager,2,19859,21199,5,Yes,13,1,24,5,2,1,4
583,Non-Travel,1434,Sales,8,4,"Life Sciences",1,76,2,3,"Sales Executive",2,7587,14229,1,No,15,3,10,10,7,0,9
584,Non-Travel,715,"Research & Development",19,4,Medical,4,41,3,1,"Research Scientist",3,4258,26589,0,No,18,1,5,4,3,1,2
585,Travel_Frequently,575,"Research & Development",1,2,"Life Sciences",1,71,1,1,Developer,3,4364,5288,3,No,14,3,5,2,2,2,0
586,Travel_Rarely,657,"Research & Development",27,3,Medical,2,66,3,2,"Healthcare Representative",1,4335,25549,4,No,12,2,11,8,7,1,1
587,Travel_Rarely,1146,Sales,8,3,"Technical Degree",4,38,2,2,"Sales Executive",2,5326,3064,6,No,17,1,6,4,3,1,2
588,Travel_Rarely,182,"Research & Development",1,4,"Life Sciences",2,72,4,1,"Research Scientist",3,3280,13551,2,No,16,3,10,4,2,1,3
589,Travel_Rarely,376,"Research & Development",19,4,Medical,4,95,3,2,Developer,2,5485,22670,9,Yes,11,3,9,5,3,1,4
